"","LIB","Sample","PInumber","ISnum","WASAP","PlantName","Population","DuplicateLIBdecision","FilterMissing","Proportion.Missing","Proportion.Heterozygous","InbreedCoefficent","Kmeans_cluster","Germplasm","BotanicalType","CountryOrigin","Region","lat","lon","Elevation","Latitude"
"1355","SAMEA12302682","PI576434","PI576434",NA,NA,"Ex-Mubi","SAP","keep",NA,0.09785380875,0.0152836293,1.130045,9,"Breeding",NA,"Nigeria",NA,NA,NA,NA,NA
"1356","SAMEA12302654","PI576435","PI576435",NA,NA,"Lula","SAP",NA,NA,0.1002752672,0.01737338199,1.091078,5,"Breeding",NA,"Uganda",NA,NA,NA,NA,NA
"1357","SAMEA12302829","PI576437","PI576437",NA,NA,"SAP-155","SAP",NA,NA,0.1270322153,0.01495789043,1.122642,1,"Breeding",NA,"Brazil",NA,NA,NA,NA,NA
"1358","ISLM","PI583832","PI583832",NA,NA,"TOP 76-6","BAP",NA,NA,0.1027635562,0.01767765546,1.112408,5,"Cultivar",NA,"Georgia",NA,NA,NA,NA,NA
"1359","SAMEA12302558","PI585291","PI585291",NA,NA,"Tx2903","SAP",NA,NA,0.1075189001,0.02695394063,0.923712,8,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1360","SAMEA12302827","PI585295","PI585295",NA,NA,"Tx2907","SAP",NA,NA,0.1188277192,0.01209551539,1.101235,9,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1361","JHHX","IS24445","PI585333","IS24445",NA,NA,"Gates",NA,NA,0.08286101523,0.01439755824,1.161649,16,"Landrace,Cultivated","Kafir-durra","South Africa",NA,NA,NA,NA,NA
"1362","IPER","PI585438","PI585438","IS24939",NA,"IS24939","Gates","keep",NA,0.1073812734,0.01898038877,1.194781,1,"Landrace,Cultivated","Caudatum","Zambia",NA,NA,NA,NA,NA
"1363","IPES","PI585620","PI585620","IS25596",NA,"KINISHA","Gates",NA,NA,0.120823597,0.02086444771,1.49603,1,"Landrace,Cultivated","Caudatum","Rwanda",NA,NA,NA,NA,NA
"1364","IXQG","PI585679","PI585679",NA,NA,"GADIABA","Gates",NA,NA,0.1108596259,0.02744138365,1.279032,13,"Cultivar","Durra","Mali",NA,NA,NA,NA,NA
"1365","IPET","PI585691","PI585691",NA,NA,"NIENIKO","Gates",NA,NA,0.11549742,0.02073432575,1.212171,17,"Cultivar","Guinea","Mali",NA,NA,NA,NA,NA
"1366","IXQH","PI585703","PI585703",NA,NA,"DARNE","Gates",NA,NA,0.09325350635,0.01875723275,1.149555,17,"Cultivar","Guinea","Mali",NA,NA,NA,NA,NA
"1367","ISJY","PI585824","PI585824",NA,NA,"SEGUETENE","Gates",NA,NA,0.1089645763,0.02148377822,1.189749,17,"Cultivar","Guinea","Mali",NA,NA,NA,NA,NA
"1368","JHHR","PI585834","PI585834",NA,NA,"N&#39;PETOROGO","Gates",NA,NA,0.106339548,0.02290419896,1.20239,17,"Cultivar","Guinea","Mali",NA,NA,NA,NA,NA
"1369","JHGZ","PI585868","PI585868",NA,NA,"BELOKO","Gates",NA,NA,0.1066296094,0.02053232978,1.203462,17,"Cultivar","Guinea","Mali",NA,NA,NA,NA,NA
"1370","JHHA","PI585874","PI585874",NA,NA,"RAHYE","Gates",NA,NA,0.106106861,0.02406997667,1.258026,17,"Cultivar","Guinea","Mali",NA,NA,NA,NA,NA
"1371","JHHB","PI585877","PI585877",NA,NA,"KENINKE NITELI","Gates",NA,NA,0.1040721049,0.01992930805,1.184068,17,"Cultivar","Guinea","Mali",NA,NA,NA,NA,NA
"1372","IDWC","PI585961","PI585961","IS26386",NA,"IS26386","BAP",NA,NA,0.1415036192,0.01892031844,1.288288,4,"Landrace,Cultivated","Guinea","Togo",NA,NA,NA,NA,NA
"1373","JHHC","PI585963","PI585963",NA,NA,"MLAKESSEMA","Gates",NA,NA,0.1130019765,0.02093482202,1.315812,4,"Cultivar","Guinea","Togo",NA,NA,NA,NA,NA
"1374","JHHD","PI585974","PI585974",NA,NA,"EPODJIN","Gates",NA,NA,0.1195807142,0.02293924304,1.329968,4,"Cultivar","Guinea","Togo",NA,NA,NA,NA,NA
"1375","IPEU","PI586076","PI586076","IS26735",NA,"IS26735","Gates",NA,NA,0.09324180407,0.01554932945,1.119656,5,"Landrace,Cultivated","Caudatum","South Africa",NA,NA,NA,NA,NA
"1376","IPEW","PI586192","PI586192","IS27390",NA,"IS27390","Gates",NA,NA,0.1110210731,0.01917457858,1.179386,17,"Landrace,Cultivated","Guinea","Burkina Faso",NA,NA,NA,NA,NA
"1377","IPEX","PI586286","PI586286",NA,NA,"DAMA SENIO","Gates",NA,NA,0.108772681,0.02000983981,1.203922,17,"Cultivar","Guinea","Burkina Faso",NA,NA,NA,NA,NA
"1378","JHHH","PI586407","PI586407",NA,NA,"KEITI","Gates",NA,NA,0.1965710911,0.03231492559,2.274883,10,"Cultivar","Guinea","Sierra Leone",NA,NA,NA,NA,NA
"1379","IFLD","PI586435","PI586435",NA,NA,"SUGAR DRIP","BAP",NA,NA,0.09370881408,0.01420335762,1.169351,16,"Cultivar","Guinea-kafir","Hungary",NA,NA,NA,NA,NA
"1380","IPEZ","PI586791","PI586791","IS6928",NA,"IS6928","Gates",NA,NA,0.1031781833,0.01700482641,1.033407,5,"Landrace","Caudatum","Sudan",NA,NA,NA,NA,NA
"1381","IDWW","PI593916;3882-JG-0007","PI593916",NA,NA,"B3SC599-6-9188","BAP",NA,NA,0.1121283536,0.01093846841,1.010679,9,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1382","SAMEA12302704","PI595702","PI595702",NA,NA,"SAP-311","SAP",NA,NA,0.1396914839,0.00899752497,1.056762,16,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1383","ISGH","PI595707","PI595707","IS5792C",NA,"IS5792C","Gates",NA,NA,0.1046488724,0.02229751234,1.221744,2,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1384","SAMEA12302619","PI595714","PI595714",NA,NA,"SAP-139","SAP",NA,NA,0.104020443,0.01533425502,1.096778,9,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1385","SAMEA12302626","PI595718","PI595718",NA,NA,"SAP-162","SAP","keep",NA,0.1037730865,0.02091349612,1.120031,5,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1386","SAMEA12302463","PI595720","PI595720",NA,NA,"SAP-149","SAP",NA,NA,0.1288356709,0.01827553036,1.137532,18,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1387","SAMEA12302667","PI595739","PI595739",NA,NA,"SAP-131","SAP",NA,NA,0.09559754113,0.01370361414,0.985695,9,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1388","SAMEA12302802","PI595740","PI595740",NA,NA,"SAP-133","SAP",NA,NA,0.08446217658,0.03024509059,0.824059,14,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1389","IFMD","PI595741","PI595741",NA,NA,"SAP-134","BAP","keep",NA,0.1117546568,0.01941244727,1.318075,17,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1390","SAMEA12302761","PI595743","PI595743",NA,NA,"SAP-154","SAP",NA,NA,0.08370116739,0.0147278315,1.164334,8,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1391","SAMEA12302781","PI595744","PI595744",NA,NA,"SAP-157","SAP",NA,NA,0.09432118759,0.01218953669,1.031184,19,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1392","SAMEA12302494","PI597945","PI597945",NA,NA,"SAP-336","SAP",NA,NA,0.1438132404,0.01718565391,1.108001,19,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1393","SAMEA12302774","PI597949","PI597949",NA,NA,"SAP-146","SAP",NA,NA,0.1121666217,0.01748807363,1.165155,7,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1394","SAMEA12302785","PI597950","PI597950",NA,NA,"SAP-250","SAP",NA,NA,0.09320336954,0.01845788025,1.137889,7,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1395","SAMEA12302585","PI597951","PI597951",NA,NA,"SAP-264","SAP",NA,NA,0.1704226342,0.01515116214,1.229865,4,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1396","SAMEA12302491","PI597957","PI597957",NA,NA,"SAP-151","SAP",NA,NA,0.1325013155,0.01620827722,1.219027,18,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1397","SAMEA12302765","PI597958","PI597958",NA,NA,"SAP-197","SAP",NA,NA,0.1621943176,0.01010893447,1.091207,9,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1398","SAMEA12302688","PI597961","PI597961",NA,NA,"SAP-138","SAP",NA,NA,0.157681616,0.009930957632,0.931697,9,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1399","SAMEA12302607","PI597965","PI597965",NA,NA,"SAP-395","SAP",NA,NA,0.1078489767,0.01649877403,1.090969,9,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1400","SAMEA12302614","PI597966","PI597966",NA,NA,"SAP-158","SAP",NA,NA,0.08981211866,0.01520367944,1.017483,5,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1401","SAMEA12302537","PI597967","PI597967",NA,NA,"SAP-167","SAP",NA,NA,0.1754638245,0.01024350449,0.872332,14,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1402","SAMEA12302692","PI597968","PI597968",NA,NA,"SAP-168","SAP","keep",NA,0.1034404033,0.01806881028,1.079618,5,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1403","SAMEA12302658","PI597971","PI597971",NA,NA,"SAP-170","SAP",NA,NA,0.09625303563,0.01563160808,1.043966,9,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1404","SAMEA12302836","PI597972","PI597972",NA,NA,"SAP-398","SAP",NA,NA,0.1286146308,0.015105251,1.202852,13,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1405","SAMEA12302840","PI597973","PI597973",NA,NA,"SAP-171","SAP",NA,NA,0.1267965611,0.01455060014,1.134131,13,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1406","SAMEA12302569","PI597976","PI597976",NA,NA,"SAP-172","SAP",NA,NA,0.1133063469,0.01853524784,1.170169,17,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1407","IUIN","PI597980_Green","PI597980",NA,NA,"SAP-173","GatesRef","keep",NA,0.08727313819,0.01129171232,1.026705,9,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1408","SAMEA12302627","PI597982","PI597982",NA,NA,"SAP-175","SAP",NA,NA,0.09227237213,0.015457205,1.037345,9,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1409","SAMEA12302496","PI598069","PI598069",NA,NA,"RTx2909","SAP",NA,NA,0.1266392458,0.02261029576,1.173338,2,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1410","SAMEA12302495","PI598070","PI598070",NA,NA,"RTx2910","SAP",NA,NA,0.1217536516,0.03067968727,1.115062,2,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1411","SAMEA12302522","PI601816","PI601816",NA,NA,"ICSV 400","SAP",NA,NA,0.07804438689,0.01168763165,0.992304,14,"Cultivar",NA,"Mali",NA,NA,NA,NA,NA
"1412","IFHM","PI606706","PI606706",NA,NA,"Tift 98bmrB1","BAP",NA,NA,0.03618605251,0.008697101265,1.028238,16,"Breeding",NA,"Georgia",NA,NA,NA,NA,NA
"1413","SAMEA12302678","PI607931","PI607931",NA,NA,"Tx2911","SAP",NA,NA,0.1467810736,0.008679641858,0.906976,9,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1414","IPFA","PI608957","PI608957",NA,NA,"KOUROUNIENI","Gates",NA,NA,0.09704851389,0.01496820168,1.034938,5,"Cultivar","Caudatum","Mali",NA,NA,NA,NA,NA
"1415","ISGZ","PI608960","PI608960",NA,NA,"KONOTENE","Gates",NA,NA,0.1176149795,0.02048992939,1.265352,13,"Cultivar","Durra","Mali",NA,NA,NA,NA,NA
"1416","JHHM","PI609087","PI609087",NA,NA,"NIENIE BLE","Gates",NA,NA,0.1103287525,0.02101392637,1.225245,17,"Cultivar","Guinea","Mali",NA,NA,NA,NA,NA
"1417","ISHH","PI609092","PI609092",NA,NA,"NIO KA","Gates",NA,NA,0.1022978218,0.020724798,1.232898,17,"Cultivar","Durra","Mali",NA,NA,NA,NA,NA
"1418","IZKR","PI609159","PI609159",NA,NA,"EME NA","Gates","keep",NA,0.1086760955,0.02243335197,1.190974,17,"Cultivar","Guinea","Mali",NA,NA,NA,NA,NA
"1419","ISHQ","PI609287","PI609287",NA,NA,"CSM335","Gates",NA,NA,0.1084339524,0.02108089586,1.228493,17,NA,"Guinea","Mali",NA,NA,NA,NA,NA
"1420","ISHZ","PI609291","PI609291",NA,NA,"CSM388","Gates",NA,NA,0.1086501675,0.02284678316,1.166388,17,NA,"Guinea","Mali",NA,NA,NA,NA,NA
"1421","ISIH","PI609326","PI609326",NA,NA,"MALISOR84-7","Gates",NA,NA,0.04277344218,0.006574377403,0.960004,14,NA,"Caudatum","Mali",NA,NA,NA,NA,NA
"1422","SAMEA12302588","PI609456","PI609456",NA,NA,"SAP-386","SAP",NA,NA,0.1939270118,0.03041644334,2.278661,10,NA,"Guinea","Mali",NA,NA,NA,NA,NA
"1423","SRR8474587","SRR8474587","PI609612",NA,NA,"HAMBA BIBA","TERRA_new",NA,NA,0.430023772,0.020915975,1.365356,9,"Cultivar","Bicolor (outlier)","Mali",NA,NA,NA,NA,NA
"1424","IPFC","PI609835","PI609835",NA,NA,"KINITERI ZIEMARI FING","Gates",NA,NA,0.1115928214,0.01899529733,1.22413,7,NA,"Guinea","Mali",NA,NA,NA,NA,NA
"1425","IZLL","PI609882","PI609882",NA,NA,"SP3","Gates","keep",NA,0.1115699992,0.02174988466,1.231802,17,NA,"Guinea","Mali",NA,NA,NA,NA,NA
"1426","IPFE","PI609966","PI609966",NA,NA,"GADIABA BA","Gates",NA,NA,0.1221370263,0.0187887305,1.085918,8,"Cultivar","Durra","Mali",NA,NA,NA,NA,NA
"1427","SAMEA12302839","PI613536","PI613536",NA,NA,"KS 115","SAP",NA,NA,0.1280134049,0.01400213427,1.00355,9,"Breeding",NA,"Kansas",NA,NA,NA,NA,NA
"1428","IPFK","PI619655","PI619655",NA,NA,"Tie sha mao","Gates",NA,NA,0.1191227721,0.01895094064,1.221351,15,"Landrace",NA,"China",NA,NA,NA,NA,NA
"1429","IPFP","PI619915","PI619915",NA,NA,"Omubere","Gates",NA,NA,0.1045645716,0.01907760243,1.19069,1,"Landrace",NA,"Uganda",NA,NA,NA,NA,NA
"1430","IPFQ","PI620001","PI620001",NA,NA,"Ntuku","Gates",NA,NA,0.1035221806,0.01637701327,1.17983,1,"Landrace",NA,"Uganda",NA,NA,NA,NA,NA
"1431","IQTS","PI620331","PI620331",NA,NA,"Binora","Gates",NA,NA,0.1201525734,0.02367836023,1.224135,7,"Landrace",NA,"Bihar",NA,NA,NA,NA,NA
"1432","IQTU","PI620599","PI620599","IS33353",NA,"IS33353","Gates",NA,NA,0.0987211923,0.01576075031,1.108543,1,"Landrace",NA,"Kenya",NA,NA,NA,NA,NA
"1433","SAMEA12302830","PI629034","PI629034",NA,NA,"RTx437","SAP",NA,NA,0.09026018872,0.01546617868,1.078965,9,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1434","SAMEA12302520","PI629040","PI629040",NA,NA,"Tx2917","SAP",NA,NA,0.1134984363,0.01990260952,1.162201,8,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1435","IFLY","PI629059","PI629059",NA,NA,"BTx2928","BAP","keep",NA,0.06912352777,0.009554364119,1.033469,9,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1436","IFLE","PI63715","PI63715",NA,NA,"SUMAC","BAP",NA,NA,0.07824440727,0.01214345075,1.214888,16,NA,"Kafir","China",NA,NA,NA,NA,NA
"1437","JBPU","PI641807","PI641807",NA,NA,"ATLAS","Gates",NA,NA,0.08122136388,0.01420046103,1.149947,16,NA,NA,NA,NA,NA,NA,NA,NA
"1438","IFIW","PI641810","PI641810",NA,NA,"COLMAN (Y)","BAP",NA,NA,0.09078485053,0.01406685346,1.194393,16,NA,NA,NA,NA,NA,NA,NA,NA
"1439","IFJA","PI641815","PI641815",NA,NA,"EARLY FOLGER","BAP",NA,NA,0.09618834028,0.01508588778,1.207349,16,NA,NA,NA,NA,NA,NA,NA,NA
"1440","IFJB","PI641817","PI641817",NA,NA,"EARLY SUMAC","BAP",NA,NA,0.1056322251,0.01403220821,1.203315,16,NA,NA,NA,NA,NA,NA,NA,NA
"1441","IFEF","PI641821","PI641821",NA,NA,"HONEY DRIP","BAP",NA,NA,0.09982237203,0.01663873726,1.186117,16,NA,NA,NA,NA,NA,NA,NA,NA
"1442","ISKN","PI641824","PI641824",NA,NA,"KANSAS ORANGE","BAP","keep",NA,0.09893898796,0.01796709577,1.194882,16,NA,NA,NA,NA,NA,NA,NA,NA
"1443","JBPW","PI641825","PI641825",NA,NA,"LEOTI","Gates",NA,NA,0.1098265247,0.02090416028,1.311769,15,NA,NA,NA,NA,NA,NA,NA,NA
"1444","IFKQ","PI641829","PI641829",NA,NA,"MCLEAN","BAP",NA,NA,0.0877088127,0.01365907168,1.120938,16,NA,NA,NA,NA,NA,NA,NA,NA
"1445","IFKR","PI641830","PI641830",NA,NA,"MINNESOTA AMBER","BAP",NA,NA,0.1049982495,0.01729161524,1.307234,16,NA,NA,NA,NA,NA,NA,NA,NA
"1446","ISKU","PI641834","PI641834",NA,NA,"PLANTER","BAP",NA,NA,0.08634968349,0.01446497772,1.168062,16,NA,NA,NA,NA,NA,NA,NA,NA
"1447","IFLA","PI641835","PI641835",NA,NA,"REX","BAP",NA,NA,0.07724006259,0.01264541059,1.183806,16,NA,NA,NA,NA,NA,NA,NA,NA
"1448","SAMEA12302705","PI641836","PI641836",NA,NA,"ROX ORANGE","SAP",NA,NA,0.08025121096,0.01322824608,1.190734,16,NA,NA,NA,NA,NA,NA,NA,NA
"1449","JHIJ","IS601","PI641846","IS601",NA,"MN 4513;ISABELA NO 10000;Black amber","Gates",NA,NA,0.07969865223,0.01278989791,1.072456,9,"Landrace",NA,"United States",NA,NA,NA,NA,NA
"1450","SAMEA12302751","PI641849","PI641849",NA,NA,"WACONIA","SAP",NA,NA,0.1242418297,0.02055359235,1.287441,15,NA,NA,NA,NA,NA,NA,NA,NA
"1451","IFGU","PI641850","PI641850",NA,NA,"WHITE AFRICAN","BAP",NA,NA,0.08412045314,0.01367967559,1.191862,16,NA,NA,NA,NA,NA,NA,NA,NA
"1452","IFDW","PI641860","PI641860",NA,NA,"COLLIER","BAP",NA,NA,0.08321776862,0.01363214738,1.204372,16,NA,NA,NA,NA,NA,NA,NA,NA
"1453","IFIU","PI641862","PI641862",NA,NA,"COLLIER","BAP",NA,NA,0.1022137706,0.01759464551,1.269941,16,NA,NA,NA,NA,NA,NA,NA,NA
"1454","SAMEA12302498","PI641874","PI641874",NA,NA,"DAY MILO","SAP",NA,NA,0.1482547854,0.01779247647,1.218016,8,NA,NA,NA,NA,NA,NA,NA,NA
"1455","IFGQ","PI641892","PI641892",NA,NA,"SAPLING","BAP",NA,NA,0.07712714383,0.01311351454,1.199274,16,NA,NA,NA,NA,NA,NA,NA,NA
"1456","SAMEA12302552","PI642791","PI642791",NA,NA,"BTx640","SAP",NA,NA,0.1557767497,0.008551689442,1.029576,14,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1457","ISIQ","PI642793","PI642793",NA,NA,"BTx641","Gates","keep",NA,0.08525299611,0.0152725367,1.139417,9,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1458","SAMEA12302612","PI642992","PI642992",NA,NA,"Standard Early Hegari","SAP",NA,NA,0.1031517283,0.01843224087,1.140516,5,NA,NA,NA,NA,NA,NA,NA,NA
"1459","JBPX","PI642998","PI642998",NA,NA,"Black Spanish","Gates","keep",NA,0.1395407961,0.02678004424,1.614689,3,NA,NA,NA,NA,NA,NA,NA,NA
"1460","IFKU","PI643008","PI643008",NA,NA,"MN 2751","BAP",NA,NA,0.1193890408,0.01621441719,1.049871,19,NA,NA,NA,NA,NA,NA,NA,NA
"1461","IFKW","PI643016","PI643016",NA,NA,"MN 2761","BAP",NA,NA,0.1334512251,0.01928861681,1.160383,18,NA,NA,NA,NA,NA,NA,NA,NA
"1462","JHIP","IS815","PI643678","IS815",NA,NA,"Gates",NA,NA,0.1012415933,0.01959875928,1.159075,7,"Breeding",NA,"United States",NA,NA,NA,NA,NA
"1463","JHGU","IS378","PI643741","IS378",NA,NA,"Gates",NA,NA,0.1220457928,0.02802424572,1.272432,8,"Breeding",NA,"United States",NA,NA,NA,NA,NA
"1464","IQTY","PI643756","PI643756","IS13",NA,"ISABELA NO 9881","Gates",NA,NA,0.1324723371,0.02467846626,1.553579,3,"Landrace",NA,"United States",NA,NA,NA,NA,NA
"1465","JHHT","IS152","PI643769","IS152",NA,"ISABELA NO 9919","Gates",NA,NA,0.06303703483,0.01063468273,1.141761,16,"Breeding",NA,"United States",NA,NA,NA,NA,NA
"1466","IQTZ","PI644283","PI644283","IS3147",NA,"IS3147","Gates",NA,NA,0.1094808358,0.0206416961,1.312986,15,"Landrace",NA,"South Africa",NA,NA,NA,NA,NA
"1467","JHHW","IS3922","PI644295","IS3922",NA,NA,"Gates",NA,NA,0.1098791018,0.01890894275,1.209844,8,"Breeding",NA,"United States,California",NA,NA,NA,NA,NA
"1468","IZKT","PI646459","PI646459","IS33423",NA,"IS33423","Gates",NA,NA,0.0956749648,0.01694196149,1.048931,5,"Landrace",NA,"Kenya",NA,NA,NA,NA,NA
"1469","IQUI","PI647707","PI647707","IS6745",NA,"IS6745","Gates",NA,NA,0.1061537534,0.02041712789,1.174848,17,"Landrace",NA,"Burkina Faso",NA,NA,NA,NA,NA
"1470","IXQS","PI647735","PI647735","IS3957",NA,"IS3957","Gates",NA,NA,0.181462162,0.02060407502,1.249897,7,"Landrace",NA,"Nepal",NA,NA,NA,NA,NA
"1471","IQUK","PI647769","PI647769","IS10234",NA,"IS10234","Gates",NA,NA,0.100071115,0.01878254667,1.083145,5,"Landrace",NA,"Central African Republic",NA,NA,NA,NA,NA
"1472","IQUL","PI647808","PI647808",NA,NA,"74L 12164","Gates",NA,NA,0.1108426548,0.02301508175,1.18568,7,NA,NA,"Pakistan",NA,NA,NA,NA,NA
"1473","IQUM","PI647828","PI647828",NA,NA,"HD-042","Gates",NA,NA,0.09915284588,0.01869555573,1.157724,7,NA,NA,"Eswatini",NA,NA,NA,NA,NA
"1474","IXQT","PI647829","PI647829",NA,NA,"HD-051","Gates",NA,NA,0.131928763,0.0180575527,1.182307,7,NA,NA,"South Africa",NA,NA,NA,NA,NA
"1475","IQUQ","PI651205","PI651205",NA,NA,"HD-208","Gates",NA,NA,0.1106992879,0.02114706866,1.33075,1,NA,NA,NA,NA,NA,NA,NA,NA
"1476","IFDR","PI651491","PI651491",NA,NA,"BAILEY","BAP",NA,NA,0.08468493601,0.0135471439,1.100689,16,NA,NA,"Georgia",NA,NA,NA,NA,NA
"1477","SAMEA12302822","PI651492","PI651492",NA,NA,"COWLEY","SAP",NA,NA,0.1196591917,0.01605549958,1.019839,14,NA,NA,"Texas",NA,NA,NA,NA,NA
"1478","ISLB","PI651493","PI651493",NA,NA,"RAMADA","BAP",NA,NA,0.1016160388,0.0161503027,1.020581,5,NA,NA,"Mississippi",NA,NA,NA,NA,NA
"1479","IFDX","PI651495","PI651495",NA,NA,"DALE","BAP",NA,NA,0.09111950268,0.01472508298,1.19448,16,NA,NA,"Mississippi",NA,NA,NA,NA,NA
"1480","IQUR","PI651496","PI651496",NA,NA,"RIO","Gates","keep",NA,0.08422402671,0.01531696781,1.059298,9,NA,NA,NA,NA,NA,NA,NA,NA
"1481","IFGT","PI651497","PI651497",NA,NA,"Theis","BAP",NA,NA,0.1061399436,0.01740292435,1.063198,5,"Cultivar",NA,"Mississippi",NA,NA,NA,NA,NA
"1482","IFHI","PI653411","PI653411",NA,NA,"M 81E","BAP",NA,NA,0.1018127038,0.01739994018,1.049353,5,NA,NA,"Mississippi",NA,NA,NA,NA,NA
"1483","IFMR","PI653616","PI653616",NA,NA,"WRAY","BAP","keep",NA,0.09014042052,0.01611435669,1.085087,9,NA,NA,"Mississippi",NA,NA,NA,NA,NA
"1484","ISLN","PI653617","PI653617",NA,NA,"KELLER","BAP","unresolved",NA,0.1123715504,0.02116072894,1.252861,5,NA,NA,"Mississippi",NA,NA,NA,NA,NA
"1485","SAMEA12302694","PI653617","PI653617",NA,NA,"KELLER","SAP","unresolved",NA,0.0708086572,0.010178892,1.059206,9,NA,NA,"Mississippi",NA,NA,NA,NA,NA
"1486","SAMEA12302706","PI655970","PI655970",NA,NA,"Standard Blackhull Kafir","SAP",NA,NA,0.0699377796,0.009804534838,1.122301,16,"Breeding",NA,"Kansas",NA,NA,NA,NA,NA
"1487","SAMEA12302449","PI655971","PI655971",NA,NA,"STANDARD WHITE MILO","SAP",NA,NA,0.1223003869,0.02186900128,1.18335,8,NA,NA,NA,NA,NA,NA,NA,NA
"1488","JBQH","PI655972","PI655972",NA,NA,"PINK KAFIR","Gates","keep",NA,0.07900486186,0.01320350996,1.150448,16,NA,NA,"Kansas",NA,NA,NA,NA,NA
"1489","ISIZ","PI655973","PI655973",NA,NA,"SPUR FETERITA","Gates","keep",NA,0.1111793036,0.01965852296,1.039452,19,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1490","SAMEA12302707","PI655974","PI655974",NA,NA,"TEXAS BLACKHULL KAFIR","SAP",NA,NA,0.07300316891,0.01044302186,1.123266,16,NA,NA,"Texas",NA,NA,NA,NA,NA
"1491","SAMEA12302729","PI655975","PI655975",NA,NA,"WHEATLAND","SAP",NA,NA,0.2091994401,0.008574720005,0.977287,16,NA,NA,"United States",NA,NA,NA,NA,NA
"1492","SAMEA12302718","PI655976","PI655976",NA,NA,"RED KAFIR","SAP",NA,NA,0.08525729435,0.01401231776,1.145153,16,NA,NA,"Kansas",NA,NA,NA,NA,NA
"1493","SAMEA12302550","PI655977","PI655977",NA,NA,"TAM2566","SAP",NA,NA,0.103780241,0.0142668655,0.981828,14,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1494","ISLU","PI655978","PI655978",NA,NA,"Tx2737","BAP","keep",NA,0.1157278331,0.02152663824,1.24435,8,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1495","ISJH","PI655979","PI655979",NA,NA,"Tx2741","Gates","keep",NA,0.08419330127,0.01539572671,1.110881,8,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1496","SAMEA12302820","PI655980","PI655980",NA,NA,"Tx2785","SAP",NA,NA,0.1608320548,0.01847604554,1.292452,3,"Breeding",NA,"Texas",NA,NA,NA,NA,NA
"1497","SAMEA12302749","PI655982","PI655982",NA,NA,"SAP-380","SAP",NA,NA,0.07230535761,0.007731176797,1.042144,9,NA,NA,"Australia",NA,NA,NA,NA,NA
"1498","SAMEA12302708","PI655983","PI655983",NA,NA,"SUGAR DRIP","SAP",NA,NA,0.09275965317,0.01241800377,1.192473,16,NA,NA,NA,NA,NA,NA,NA,NA
"1499","SAMEA12302758","PI655984","PI655984",NA,NA,"CHILTEX","SAP",NA,NA,0.1322784729,0.01491161026,1.122634,19,NA,NA,"Texas",NA,NA,NA,NA,NA
"1500","SAMEA12302519","PI655985","PI655985",NA,NA,"PLAINSMAN","SAP",NA,NA,0.08699117406,0.01464146186,1.055783,8,NA,NA,"Texas",NA,NA,NA,NA,NA
